id_chamada,tipo_pedido,horario,distancia,demanda,preco,metodo_pagamento,avaliacao_motorista,avaliacao_passageiro
6420820,Uber Flash,2023-08-06T12:10:51,18.37,1.5,47.38,Dinheiro,5,5
1672077,Uber Select,2023-04-28T07:34:43,12.19,1.9,37.8,Pix,2,5
6472587,Uber Flash,2023-12-25T10:51:10,19.58,1.1,32.9,Dinheiro,3,2
9286774,UberX,2023-10-03T01:39:48,6.46,1.1,12.4,Cartão,2,3
9913639,Uber Select,2023-07-28T15:24:25,29.48,0.8,40.21,Pix,1,1
6484545,UberX,2023-07-15T00:13:16,9.34,1.8,26.58,Pix,3,1
2944640,Uber Flash,2023-01-14T07:45:25,7.52,2.0,26.47,Pix,2,1
3627877,Uber Flash,2023-04-26T10:00:27,9.44,1.0,17.24,Cartão,3,2
7054019,Uber Comfort,2023-10-24T14:06:37,16.98,1.1,30.68,Pix,2,
8383616,UberX,2023-07-15T12:14:43,8.65,2.3,35.93,Pix,2,
9854985,Uber Select,2023-03-19T23:24:09,10.75,1.6,28.43,Cartão,5,
7185241,Uber Select,2023-09-16T10:22:29,20.59,1.5,51.24,Dinheiro,3,1
9577754,Uber Moto,2023-11-21T06:56:00,17.63,1.2,35.66,Pix,1,1
9376212,Uber Comfort,2023-05-07T14:46:54,13.27,1.7,37.31,Cartão,1,1
5323272,Uber Flash,2023-09-02T09:16:47,2.48,2.0,11.07,Dinheiro,5,2
7262563,UberX,2023-05-17T03:17:36,19.22,0.8,26.87,Dinheiro,3,4
8395625,Uber Select,2023-02-03T19:58:54,14.56,1.6,39.77,Pix,3,1
4821075,Uber Flash,2023-01-28T21:10:28,16.8,2.2,61.72,Cartão,4,1
4309380,Uber Select,2023-04-16T07:55:34,5.91,1.3,14.41,Cartão,3,3
5489218,UberX,2023-10-31T20:15:12,1.57,0.9,3.75,Dinheiro,4,2
6127997,Uber Flash,2023-07-07T19:21:49,1.63,1.8,8.71,Dinheiro,3,1
2887171,Uber Comfort,2023-11-14T18:36:40,9.57,1.2,17.93,Dinheiro,2,1
8162235,UberX,2023-01-01T16:22:26,19.66,2.4,75.26,Cartão,,5
2832431,Uber Comfort,2023-09-19T07:21:33,1.2,1.3,4.63,Dinheiro,1,4
6272258,Uber Flash,2023-01-13T09:16:41,25.71,1.3,49.07,Cartão,3,1
1305584,Uber Comfort,2023-08-04T13:37:50,4.73,0.9,8.79,Pix,3,2
2989786,Uber Select,2023-12-13T18:05:24,21.3,1.5,48.59,Cartão,3,5
7707442,Uber Comfort,2023-09-30T23:01:16,2.77,2.0,11.4,Dinheiro,,2
1038000,Uber Flash,2023-06-07T09:42:24,8.44,1.6,23.98,Dinheiro,3,5
2150845,Uber Moto,2023-01-22T07:26:11,20.73,1.5,48.87,Cartão,,1
8107499,Uber Comfort,2023-07-18T02:52:27,5.25,0.9,9.03,Pix,5,3
8137729,Uber Select,2023-02-15T07:47:34,2.35,2.2,11.5,Pix,4,3
9279081,UberX,2023-03-25T10:11:29,8.34,2.3,30.31,Cartão,3,5
8584787,UberX,2023-12-12T12:07:18,22.94,0.9,33.08,Dinheiro,3,1
8318185,Uber Moto,2023-11-23T10:59:13,17.58,0.8,23.26,Dinheiro,5,3
6721846,Uber Comfort,2023-12-13T07:39:46,14.8,1.4,34.61,Dinheiro,3,4
8914056,Uber Comfort,2023-01-29T01:00:19,3.3,1.6,11.31,Pix,1,4
9424859,Uber Comfort,2023-03-28T05:15:37,28.36,0.9,39.14,Pix,,5
7609680,Uber Comfort,2023-03-30T18:57:41,22.43,1.4,46.35,Dinheiro,2,1
2526996,Uber Select,2023-12-02T03:25:38,27.2,1.7,66.07,Cartão,,2
7432458,Uber Select,2023-09-14T03:54:31,21.95,1.1,37.38,Dinheiro,3,3
4001233,Uber Comfort,2023-04-25T12:45:09,19.49,1.1,37.31,Cartão,3,5
8267654,Uber Moto,2023-07-07T14:29:43,2.63,1.1,6.89,Cartão,5,
1398646,Uber Flash,2023-06-18T23:55:02,9.73,1.5,26.91,Dinheiro,1,
8577339,UberX,2023-06-01T23:48:00,20.31,0.8,26.9,Cartão,2,5
2603831,UberX,2023-10-27T09:52:18,6.31,1.3,14.69,Cartão,1,1
2012391,Uber Moto,2023-09-09T08:55:02,24.72,2.0,75.19,Dinheiro,,4
7202324,Uber Flash,2023-12-06T03:10:04,2.77,1.1,6.31,Cartão,3,1
6719484,Uber Select,2023-01-30T01:15:49,20.12,0.9,26.13,Cartão,,
8228689,Uber Flash,2023-08-10T20:43:28,19.35,1.0,31.31,Dinheiro,5,1
1724804,Uber Comfort,2023-05-05T04:58:07,28.57,0.9,36.39,Dinheiro,3,3
2985195,UberX,2023-12-05T04:53:06,13.25,1.0,20.58,Pix,1,4
1830944,Uber Select,2023-03-08T16:18:03,22.36,0.9,33.73,Pix,,4
7734447,Uber Comfort,2023-02-17T01:35:37,28.33,1.2,58.49,Dinheiro,5,2
4880975,Uber Select,2023-04-14T00:20:25,24.12,0.8,29.35,Pix,1,3
4667915,Uber Moto,2023-12-25T03:20:31,27.06,1.0,46.41,Cartão,5,4
3477383,Uber Flash,2023-07-31T13:15:49,9.46,1.0,17.58,Pix,1,3
8481130,UberX,2023-12-12T23:32:42,2.38,1.1,6.19,Cartão,5,
3720914,Uber Flash,2023-03-25T20:46:06,1.14,2.4,9.47,Dinheiro,2,2
4888607,Uber Comfort,2023-08-19T10:17:56,6.27,1.4,15.01,Pix,2,5
4955668,Uber Flash,2023-11-15T11:49:45,12.68,0.8,17.0,Dinheiro,3,2
8489223,Uber Comfort,2023-07-02T13:23:05,20.17,1.7,49.9,Cartão,1,1
8484349,Uber Flash,2023-02-12T02:44:30,3.15,1.3,8.76,Dinheiro,1,3
5452759,Uber Moto,2023-08-25T02:56:16,5.38,1.1,10.38,Pix,4,
2486034,UberX,2023-01-26T07:29:15,8.71,2.0,30.73,Dinheiro,4,3
4989515,Uber Comfort,2023-07-06T20:50:46,16.77,1.0,28.24,Dinheiro,1,2
5485931,Uber Flash,2023-02-16T14:39:32,2.33,0.9,5.33,Pix,3,3
6741858,Uber Comfort,2023-08-26T12:38:03,26.1,2.1,93.22,Pix,,2
8996719,Uber Comfort,2023-02-24T11:05:07,1.18,1.1,3.82,Dinheiro,1,
1068029,Uber Flash,2023-03-31T13:42:30,21.7,0.9,28.91,Pix,3,1
2116555,UberX,2023-08-12T13:44:42,28.27,1.7,70.01,Cartão,,1
3496570,Uber Flash,2023-05-02T17:27:28,1.68,1.7,7.66,Pix,3,5
7726004,UberX,2023-03-03T19:19:50,10.54,1.6,30.04,Cartão,4,5
3636698,Uber Flash,2023-03-28T18:51:12,10.07,1.5,26.91,Pix,3,5
3127866,Uber Comfort,2023-02-20T08:10:55,18.43,2.5,76.01,Dinheiro,,2
3670402,Uber Comfort,2023-09-22T09:20:11,10.22,2.3,37.79,Cartão,2,5
7692358,UberX,2023-05-18T12:57:39,3.15,1.2,8.31,Cartão,5,
2072760,Uber Flash,2023-11-27T00:51:27,12.52,1.1,20.92,Pix,4,2
9059852,UberX,2023-04-21T03:17:09,6.06,0.9,9.79,Pix,2,1
3558975,Uber Comfort,2023-10-02T09:17:38,7.99,2.2,29.7,Cartão,1,3
6604641,Uber Select,2023-12-31T17:31:29,25.03,1.6,66.91,Cartão,1,
2593517,Uber Select,2023-10-10T02:36:59,20.76,1.1,36.52,Cartão,1,2
4283919,UberX,2023-08-11T06:01:48,20.99,0.9,33.04,Cartão,4,5
7439058,UberX,2023-11-01T16:37:34,12.94,0.9,19.17,Cartão,3,4
6737632,Uber Moto,2023-07-01T12:48:45,15.85,2.0,55.62,Dinheiro,1,2
6561463,Uber Moto,2023-02-28T17:45:00,19.07,2.4,76.12,Cartão,2,5
5434322,Uber Select,2023-01-12T19:22:17,5.77,1.8,20.2,Dinheiro,1,4
7349673,Uber Moto,2023-02-10T20:45:26,24.25,1.2,41.73,Cartão,2,2
4734836,Uber Moto,2023-10-04T12:16:28,27.42,0.9,35.08,Pix,,1
2865167,Uber Flash,2023-08-08T20:26:49,13.38,0.8,17.11,Pix,,5
6987892,Uber Moto,2023-07-17T05:19:05,4.63,0.8,6.94,Cartão,1,5
1421987,Uber Select,2023-10-14T12:49:06,12.65,1.3,28.05,Cartão,1,
8464228,Uber Select,2023-07-18T19:12:15,2.04,1.2,6.1,Cartão,4,2
7368620,Uber Select,2023-09-28T03:39:29,24.12,1.0,34.97,Pix,,4
8013517,Uber Select,2023-05-11T15:48:08,18.33,1.0,30.4,Cartão,2,5
4469585,Uber Moto,2023-01-15T04:54:43,27.53,1.3,58.57,Dinheiro,,2
3535613,Uber Select,2023-11-16T17:38:22,3.35,2.0,13.83,Pix,5,4
6280594,UberX,2023-02-03T03:53:04,17.54,1.0,28.88,Pix,4,3
5804078,Uber Moto,2023-04-21T09:01:49,25.0,2.3,84.49,Dinheiro,4,5
6809021,Uber Comfort,2023-03-11T09:02:33,28.26,1.8,73.32,Cartão,4,4
1234251,UberX,2023-06-23T21:12:39,26.18,1.0,42.73,Pix,5,
7777055,Uber Moto,2023-08-07T08:12:05,25.91,2.4,96.51,Dinheiro,1,2
2861130,Uber Select,2023-12-21T18:04:00,28.24,1.3,59.54,Dinheiro,5,2
1353384,Uber Moto,2023-03-18T14:53:31,7.25,1.8,23.71,Pix,1,
6353407,Uber Comfort,2023-01-31T01:31:05,11.25,0.9,15.48,Dinheiro,3,1
4864511,Uber Flash,2023-03-01T22:59:22,1.17,0.9,3.65,Cartão,4,4
1826759,UberX,2023-11-08T17:28:51,29.1,1.3,54.18,Cartão,5,5
9746534,Uber Select,2023-09-11T07:36:30,24.65,1.7,71.01,Cartão,2,
3515394,Uber Flash,2023-12-25T11:56:23,19.34,0.8,27.11,Dinheiro,1,
2740256,Uber Moto,2023-09-12T13:40:02,7.75,1.1,13.81,Dinheiro,1,
3400311,Uber Select,2023-11-19T00:10:51,10.67,2.3,41.17,Cartão,,1
7106609,Uber Comfort,2023-10-18T10:08:43,19.35,1.2,35.06,Cartão,2,2
8433076,Uber Moto,2023-09-11T03:11:35,4.42,1.0,7.87,Dinheiro,2,2
3192255,Uber Flash,2023-01-13T23:37:47,24.07,0.8,30.08,Cartão,3,2
6225527,UberX,2023-06-17T02:00:23,20.46,2.4,85.71,Dinheiro,2,5
5877294,UberX,2023-01-01T22:40:29,13.91,1.6,35.57,Dinheiro,4,
2934362,Uber Flash,2023-05-06T20:19:24,14.09,1.4,30.3,Dinheiro,4,4
2427938,Uber Select,2023-02-15T07:45:51,21.6,1.3,46.66,Cartão,3,4
3630695,Uber Comfort,2023-05-03T12:28:07,10.38,0.9,14.62,Dinheiro,,3
6459825,Uber Moto,2023-10-04T21:16:39,24.3,1.1,45.68,Dinheiro,4,2
1278037,Uber Comfort,2023-11-11T16:05:43,26.56,1.9,80.3,Pix,,4
8590025,Uber Flash,2023-07-24T04:40:08,14.37,1.0,22.43,Cartão,2,3
2061400,UberX,2023-10-04T15:38:42,1.81,1.2,5.97,Dinheiro,,2
3094646,Uber Comfort,2023-04-24T23:35:49,15.74,1.0,23.76,Dinheiro,4,3
2821293,Uber Comfort,2023-01-10T19:44:00,18.46,1.9,53.36,Pix,2,2
9480210,Uber Moto,2023-08-02T22:06:46,20.68,0.9,31.7,Cartão,,4
1950195,Uber Comfort,2023-07-14T16:04:08,6.07,1.2,14.31,Dinheiro,4,1
1509984,UberX,2023-05-04T22:01:57,7.95,1.0,14.37,Dinheiro,,2
4996793,Uber Moto,2023-03-29T22:08:59,15.31,0.9,22.85,Dinheiro,4,2
4514964,Uber Moto,2023-08-09T19:50:06,23.61,1.9,66.7,Pix,5,2
2630058,UberX,2023-11-02T02:21:20,4.27,1.0,8.35,Pix,1,4
6195122,UberX,2023-02-17T21:23:26,5.35,0.8,8.68,Pix,2,1
7068186,Uber Moto,2023-11-17T10:59:20,24.42,1.1,43.99,Dinheiro,1,
3654384,Uber Select,2023-08-13T11:49:45,28.3,2.1,85.45,Pix,,2
9000999,Uber Moto,2023-08-31T01:35:25,11.39,1.1,19.13,Dinheiro,2,3
2840837,Uber Flash,2023-03-26T21:49:02,1.55,1.4,5.71,Cartão,4,1
8377827,Uber Select,2023-04-06T07:01:13,2.8,2.2,14.83,Dinheiro,,
7683691,Uber Flash,2023-08-25T00:41:26,24.19,0.9,34.03,Cartão,,
1328366,UberX,2023-06-27T01:23:24,24.16,1.0,40.03,Cartão,5,
5670538,Uber Comfort,2023-04-09T12:09:33,5.07,2.1,22.03,Cartão,1,2
2085085,UberX,2023-04-19T00:21:30,15.71,1.1,30.41,Pix,2,5
1895333,Uber Moto,2023-01-27T01:59:59,20.86,0.8,24.68,Pix,,3
2185371,UberX,2023-02-03T21:35:39,23.92,0.9,36.26,Pix,3,2
2980680,UberX,2023-10-17T21:49:59,18.73,0.8,22.64,Pix,1,3
6613768,Uber Select,2023-03-03T10:07:29,17.88,0.8,21.78,Cartão,2,3
3868863,UberX,2023-09-02T20:00:56,14.14,2.3,51.14,Pix,4,1
8866799,Uber Comfort,2023-01-01T21:16:10,10.0,2.2,40.24,Cartão,5,
4705688,Uber Flash,2023-12-19T17:29:07,9.08,2.3,38.87,Cartão,5,3
2135778,Uber Comfort,2023-09-29T09:33:26,12.76,1.8,35.74,Cartão,1,5
5097701,Uber Select,2023-03-06T09:46:49,20.1,2.2,67.12,Cartão,5,5
5782489,Uber Comfort,2023-10-24T11:07:18,12.31,1.1,23.09,Pix,5,4
7545631,Uber Comfort,2023-08-25T11:09:33,5.4,0.9,8.77,Pix,2,1
3390556,Uber Flash,2023-12-28T20:26:34,4.82,1.1,9.8,Dinheiro,2,1
7936976,UberX,2023-07-24T01:03:33,22.43,1.1,40.92,Dinheiro,5,3
3277165,Uber Moto,2023-03-17T04:27:39,7.11,1.0,12.78,Dinheiro,2,2
6646096,UberX,2023-03-13T04:32:58,2.11,1.2,6.53,Dinheiro,2,2
1128052,Uber Flash,2023-01-06T17:33:55,27.06,1.4,64.45,Cartão,4,4
4120396,UberX,2023-09-21T13:39:01,27.98,1.0,47.05,Dinheiro,,4
2716175,Uber Moto,2023-08-29T00:41:47,6.82,1.0,12.29,Cartão,1,2
1315939,Uber Comfort,2023-08-29T19:07:29,17.55,1.4,43.14,Dinheiro,,5
4387081,UberX,2023-08-30T04:21:09,24.4,1.0,36.36,Dinheiro,,5
3880843,Uber Comfort,2023-05-26T15:29:31,6.4,1.2,13.11,Pix,4,5
5266758,UberX,2023-03-31T16:11:42,5.26,0.8,8.11,Cartão,5,1
3939640,Uber Flash,2023-03-08T08:39:45,7.98,1.5,20.05,Pix,2,
5209582,Uber Select,2023-08-30T15:39:05,12.47,1.0,20.34,Cartão,2,5
3640947,Uber Comfort,2023-04-13T06:53:50,9.82,1.0,17.89,Pix,5,4
8261943,Uber Comfort,2023-07-19T22:33:57,14.77,0.9,23.02,Dinheiro,,5
7253495,Uber Comfort,2023-01-28T11:07:39,25.08,1.9,70.04,Pix,5,
6771313,Uber Comfort,2023-09-30T03:39:36,28.97,2.3,95.26,Pix,5,2
8729045,Uber Moto,2023-03-20T17:16:43,17.29,1.9,53.36,Pix,4,1
2398605,Uber Comfort,2023-03-02T23:34:22,3.94,0.8,6.73,Dinheiro,1,3
9239988,Uber Comfort,2023-09-22T07:40:19,8.32,1.5,21.76,Cartão,4,
2653415,Uber Comfort,2023-03-07T08:13:03,19.9,2.2,69.34,Dinheiro,3,
2785197,Uber Comfort,2023-03-24T13:17:56,4.68,0.8,7.87,Pix,2,4
7459944,UberX,2023-10-29T16:54:09,10.82,2.2,42.79,Dinheiro,2,3
5874568,Uber Comfort,2023-03-07T07:55:13,17.61,1.3,39.83,Dinheiro,4,
8578598,Uber Moto,2023-11-16T07:54:12,15.15,1.6,39.54,Pix,2,3
3633495,Uber Moto,2023-08-10T02:31:14,13.25,0.8,16.07,Pix,,2
2387052,UberX,2023-05-29T19:54:17,28.95,1.3,54.65,Dinheiro,2,
2721664,Uber Comfort,2023-02-09T02:37:58,18.53,0.9,25.32,Pix,5,2
9926018,Uber Comfort,2023-04-13T05:13:51,28.36,0.9,40.87,Cartão,3,5
5417845,Uber Moto,2023-02-12T09:11:30,21.75,2.0,66.21,Dinheiro,4,4
3681359,Uber Select,2023-10-20T12:10:45,13.76,1.0,22.24,Pix,,3
1082129,UberX,2023-07-02T14:46:23,22.78,1.8,67.68,Dinheiro,2,
3318755,Uber Flash,2023-11-30T23:54:03,27.34,0.8,31.79,Cartão,2,5
2453227,Uber Moto,2023-03-16T12:54:14,12.33,1.0,20.34,Pix,,2
9856322,Uber Comfort,2023-11-04T00:50:48,19.25,2.0,57.62,Dinheiro,,2
7800054,Uber Select,2023-04-04T05:44:03,28.81,0.9,36.82,Dinheiro,1,1
4817359,Uber Select,2023-02-22T01:36:57,3.26,1.1,7.31,Pix,5,4
9132409,Uber Flash,2023-09-06T23:26:17,15.15,1.0,26.47,Dinheiro,3,5
7601155,UberX,2023-11-12T09:16:52,19.5,1.5,51.52,Cartão,4,1
4562913,Uber Flash,2023-02-01T00:56:13,17.35,0.8,23.34,Cartão,,3
4799281,UberX,2023-12-20T00:21:50,27.35,1.1,49.85,Dinheiro,,3
5851026,Uber Moto,2023-03-01T20:13:10,29.73,1.1,53.44,Cartão,3,
3337003,Uber Select,2023-03-03T01:36:23,9.74,0.8,12.89,Dinheiro,3,4
4917692,Uber Select,2023-08-19T22:45:53,18.11,2.5,76.46,Dinheiro,2,1
9423801,Uber Moto,2023-12-21T11:58:15,22.05,0.9,32.77,Cartão,4,3
3335735,UberX,2023-11-25T10:09:09,5.6,1.3,14.57,Pix,3,5
4991249,Uber Moto,2023-01-04T21:36:56,19.58,1.2,34.81,Pix,,3
2699720,Uber Select,2023-07-23T10:21:57,13.73,1.3,28.98,Dinheiro,4,
7066542,Uber Flash,2023-10-02T14:06:04,29.68,1.1,48.47,Pix,4,3
2003591,Uber Select,2023-09-26T23:19:52,9.02,1.0,15.82,Dinheiro,3,1
6051451,UberX,2023-09-28T11:23:45,20.59,1.2,42.27,Dinheiro,4,5
7786834,Uber Comfort,2023-07-20T20:58:45,21.29,1.1,37.21,Cartão,2,5
9243079,Uber Select,2023-09-09T23:13:15,8.77,2.3,34.29,Dinheiro,2,5
3643656,Uber Comfort,2023-10-01T05:49:17,25.47,2.2,82.61,Pix,4,5
7067669,Uber Flash,2023-07-30T17:41:17,4.33,1.3,10.89,Cartão,,5
3454071,Uber Flash,2023-06-10T04:19:57,27.41,2.5,117.73,Dinheiro,4,1
5474965,UberX,2023-09-25T10:06:34,28.02,0.9,39.69,Cartão,,3
9059276,UberX,2023-12-18T14:57:24,10.64,1.0,16.23,Dinheiro,1,3
1199025,UberX,2023-08-26T17:11:38,7.33,2.2,26.2,Pix,2,5
3788222,Uber Comfort,2023-08-08T23:01:08,20.1,1.2,37.34,Pix,2,5
9239507,Uber Flash,2023-11-12T06:31:13,26.37,1.6,72.09,Pix,3,5
6120370,Uber Moto,2023-12-14T20:48:46,20.14,1.2,35.75,Pix,2,
3056347,Uber Flash,2023-12-17T08:03:06,9.31,1.4,20.81,Dinheiro,3,
4384814,Uber Comfort,2023-01-10T13:08:55,26.82,1.2,53.34,Pix,5,3
7003947,Uber Select,2023-07-25T14:38:34,9.1,1.1,15.67,Cartão,3,
6695403,Uber Select,2023-06-24T08:54:37,5.15,2.0,18.33,Dinheiro,5,3
5824097,Uber Comfort,2023-06-02T22:12:44,11.82,0.9,16.62,Cartão,3,4
3904647,Uber Moto,2023-03-10T23:10:30,6.03,1.1,12.48,Cartão,2,1
1506762,Uber Moto,2023-07-18T10:31:05,18.25,1.1,35.53,Dinheiro,1,3
6464893,UberX,2023-01-08T16:43:50,20.61,2.1,71.21,Cartão,5,5
8762964,Uber Comfort,2023-05-19T15:21:47,29.39,1.1,48.49,Cartão,4,1
2957885,Uber Comfort,2023-01-29T12:44:07,27.61,1.3,57.75,Cartão,5,4
6181326,Uber Flash,2023-07-23T00:23:30,7.88,2.3,33.76,Cartão,5,2
9245947,Uber Moto,2023-12-28T16:22:36,9.92,1.0,15.99,Cartão,4,2
7395105,Uber Select,2023-12-15T08:35:30,29.58,2.3,98.16,Cartão,,2
3449994,Uber Flash,2023-02-05T14:45:50,1.94,1.6,7.27,Cartão,2,3
2919548,Uber Comfort,2023-01-18T02:21:41,13.77,1.2,28.12,Dinheiro,3,4
7924346,Uber Flash,2023-04-13T01:18:41,1.49,1.2,5.23,Cartão,3,
6141799,Uber Comfort,2023-03-02T17:14:33,8.03,1.6,24.26,Cartão,3,1
6311751,Uber Select,2023-07-03T03:12:28,18.48,1.2,36.96,Dinheiro,4,1
1491805,Uber Select,2023-07-22T03:54:57,20.1,2.1,72.95,Pix,,5
3108249,Uber Comfort,2023-05-27T11:25:05,13.2,1.2,26.8,Pix,4,5
7560803,Uber Select,2023-11-10T11:10:04,28.85,1.1,50.25,Cartão,2,5
4992818,UberX,2023-07-05T13:07:43,27.31,0.9,35.48,Dinheiro,1,5
3169955,UberX,2023-03-15T21:30:19,21.46,1.0,32.8,Dinheiro,1,1
7618954,Uber Moto,2023-10-22T13:00:39,5.79,1.4,14.47,Pix,1,2
7877075,Uber Comfort,2023-11-26T09:14:08,9.54,1.8,29.39,Pix,2,3
1155973,Uber Select,2023-08-25T00:26:43,3.25,0.8,5.23,Cartão,,1
1891547,Uber Flash,2023-12-09T01:40:05,10.92,1.6,31.69,Dinheiro,2,4
3052016,Uber Select,2023-09-17T19:11:03,12.41,2.3,50.49,Pix,2,1
1256316,Uber Moto,2023-10-01T22:06:42,20.6,1.5,49.17,Cartão,5,4
9876534,Uber Comfort,2023-09-12T21:23:31,7.81,1.1,14.42,Pix,1,3
4407729,UberX,2023-02-13T07:43:05,23.42,2.5,83.57,Pix,2,3
5683744,Uber Comfort,2023-01-17T05:53:26,27.69,0.9,38.4,Dinheiro,5,2
1728743,UberX,2023-06-20T20:12:56,19.94,0.9,30.62,Pix,4,3
9026740,Uber Moto,2023-02-24T01:22:53,21.7,0.8,28.0,Pix,4,
5331666,Uber Moto,2023-08-30T10:19:49,25.26,1.0,40.14,Dinheiro,4,
2164175,UberX,2023-04-09T00:43:00,6.1,2.0,20.55,Dinheiro,,3
5569345,Uber Flash,2023-04-05T15:27:33,14.86,1.0,24.72,Pix,4,3
2664562,Uber Moto,2023-06-16T09:50:17,6.89,1.5,20.16,Pix,2,3
6173931,Uber Flash,2023-05-27T13:48:26,26.35,1.3,57.12,Pix,1,
8022053,Uber Moto,2023-11-16T14:24:10,8.14,0.9,11.69,Cartão,3,5
4122906,UberX,2023-06-21T22:19:28,19.03,1.1,34.88,Pix,3,1
7853759,Uber Flash,2023-06-29T15:08:49,7.61,1.2,17.37,Cartão,4,
4623649,Uber Select,2023-06-04T05:09:45,20.77,1.6,50.98,Cartão,3,5
5796161,UberX,2023-10-18T03:20:19,17.82,1.2,34.67,Cartão,5,3
2257870,Uber Comfort,2023-03-20T09:06:22,12.97,2.1,43.51,Dinheiro,,5
7666222,Uber Flash,2023-07-26T01:26:36,3.77,1.2,9.49,Dinheiro,5,4
4624863,Uber Comfort,2023-08-16T03:20:10,20.73,1.0,32.41,Cartão,5,4
5643368,Uber Comfort,2023-12-19T06:18:57,25.78,0.9,38.39,Dinheiro,3,1
4400270,UberX,2023-12-21T07:05:15,5.12,1.4,12.85,Pix,3,3
8648553,Uber Comfort,2023-01-07T05:12:26,17.55,1.8,47.96,Dinheiro,2,3
4636324,Uber Select,2023-11-19T18:45:32,21.65,1.4,46.36,Dinheiro,,
9168573,UberX,2023-11-17T16:56:12,15.91,0.9,21.86,Cartão,,
4519000,Uber Flash,2023-06-17T19:43:26,7.78,1.8,23.14,Cartão,2,4
2962646,Uber Flash,2023-06-05T19:04:08,2.63,2.5,14.39,Dinheiro,5,
6964950,Uber Comfort,2023-11-26T23:18:31,12.56,2.0,41.09,Pix,4,1
6772001,Uber Select,2023-04-29T22:52:24,27.86,2.1,84.47,Pix,,4
5394384,Uber Moto,2023-09-10T01:36:31,19.08,1.5,48.0,Cartão,,
6039537,UberX,2023-03-21T21:07:50,19.4,0.9,29.4,Dinheiro,2,1
7726612,UberX,2023-07-07T18:52:27,25.72,1.5,62.0,Dinheiro,1,2
6261150,Uber Flash,2023-01-31T17:24:07,25.88,1.3,52.86,Pix,3,
4448764,Uber Flash,2023-12-15T17:18:45,9.3,1.6,27.85,Dinheiro,5,
8684337,Uber Comfort,2023-11-27T15:18:09,13.55,0.9,19.92,Cartão,3,4
3217520,Uber Moto,2023-09-03T16:36:14,28.29,1.6,64.35,Cartão,5,5
3293045,Uber Moto,2023-01-10T22:08:29,8.65,0.9,14.17,Dinheiro,2,4
9446491,Uber Select,2023-04-01T21:11:30,26.77,1.7,74.42,Pix,,
6764624,Uber Select,2023-08-08T10:22:44,8.55,0.9,14.38,Pix,1,3
5144274,Uber Comfort,2023-08-05T22:02:27,17.56,2.0,52.08,Cartão,,5
5829357,Uber Moto,2023-02-16T01:24:47,19.97,1.0,30.33,Pix,,4
2071266,UberX,2023-11-04T13:55:40,14.2,2.0,50.93,Cartão,,3
2435060,UberX,2023-01-21T12:52:52,22.59,1.4,50.32,Pix,2,2
2242605,Uber Moto,2023-12-03T17:07:50,12.15,2.2,45.34,Pix,4,4
4558635,Uber Comfort,2023-05-31T04:02:23,6.59,1.2,14.59,Dinheiro,5,1
1385048,Uber Comfort,2023-10-28T16:43:13,29.19,2.0,89.93,Dinheiro,3,
4609383,Uber Moto,2023-08-21T18:53:44,23.73,1.5,56.9,Pix,,3
8989376,Uber Moto,2023-09-28T20:24:22,21.25,1.0,33.22,Dinheiro,,3
8395670,UberX,2023-08-06T14:33:48,9.63,2.2,34.36,Dinheiro,,5
1703514,Uber Flash,2023-02-20T03:28:24,21.13,1.1,35.13,Cartão,4,3
2093043,UberX,2023-10-16T16:39:25,6.44,0.9,10.91,Pix,5,4
8700542,Uber Select,2023-05-24T17:09:35,11.34,2.0,35.27,Dinheiro,3,3
9366335,Uber Select,2023-05-09T03:41:05,6.78,1.2,14.86,Pix,5,
6278435,Uber Select,2023-10-01T00:03:12,5.64,1.3,12.44,Cartão,,1
6710127,Uber Select,2023-08-29T08:30:30,26.01,2.5,100.31,Cartão,5,2
8353833,Uber Moto,2023-08-16T22:35:53,20.46,1.0,30.69,Pix,2,
9527217,Uber Moto,2023-10-22T17:10:21,3.32,2.5,16.06,Cartão,,3
1495549,Uber Flash,2023-06-04T11:33:33,15.47,2.4,58.73,Cartão,,
5209447,Uber Moto,2023-05-22T05:36:39,4.66,1.2,10.08,Dinheiro,4,5
5432260,Uber Select,2023-10-13T08:16:51,21.81,2.4,76.27,Cartão,,1
5314055,Uber Select,2023-08-02T03:41:16,11.58,1.1,22.93,Dinheiro,2,5
4884442,Uber Select,2023-12-22T23:19:55,25.14,1.1,44.45,Dinheiro,,5
6514798,Uber Comfort,2023-01-07T21:46:12,16.92,1.7,51.08,Cartão,,1
4944443,Uber Moto,2023-04-02T10:41:52,10.43,1.8,28.81,Dinheiro,,4
1779283,Uber Select,2023-12-02T14:19:05,5.67,2.0,20.67,Pix,2,4
8627008,Uber Select,2023-02-26T23:40:04,27.76,2.3,110.14,Pix,2,1
2448308,Uber Select,2023-08-11T00:01:55,6.21,1.0,11.58,Dinheiro,2,5
2751202,Uber Flash,2023-01-28T12:25:37,2.78,2.3,14.21,Pix,3,3
2000661,Uber Moto,2023-05-24T20:38:11,26.62,1.0,38.73,Pix,,2
4758945,Uber Moto,2023-11-16T09:46:29,29.84,1.6,82.28,Dinheiro,1,4
5602376,Uber Select,2023-07-31T14:12:11,13.47,1.0,21.31,Cartão,5,
6412036,Uber Flash,2023-08-03T09:12:36,6.31,1.4,14.85,Dinheiro,2,4
